Compound;DrugClass;InChIKey;InChIKeyShort;SMILES
5F-MDMB-P7AICA (Hydrolysat);Cannabinoids;IONFTZRRFFXYIH-OAHLLOKOSA-N;IONFTZRRFFXYIH;FCCCCCN1C=C(C=2C1=NC=CC2)C(=O)N[C@H](C(=O)O)C(C)(C)C
5F-MDMB-PICA;Cannabinoids;CHSUEEBESACQDV-GOSISDBHSA-N;CHSUEEBESACQDV;CC(C)(C)[C@H](NC(C1=CN(CCCCCF)C2=C1C=CC=C2)=O)C(OC)=O
5F-MDMB-PINACA COOH metabolite;Cannabinoids;MVDXLPCBCLGFHC-MRXNPFEDSA-N;MVDXLPCBCLGFHC;CC(C)(C)[C@@H](C(O)=O)NC(C1=NN(CCCCCF)C2=C1C=CC=C2)=O
5F-MN-18;Cannabinoids;XBSWUIWDRFCAGZ-UHFFFAOYSA-N;XBSWUIWDRFCAGZ;O=C(C1=NN(CCCCCF)C2=C1C=CC=C2)NC3=C4C=CC=CC4=CC=C3
5F-MN-24;Cannabinoids;DJKVOBZLMBHFKX-UHFFFAOYSA-N;DJKVOBZLMBHFKX;O=C(C1=CN(CCCCCF)C2=C1C=CC=C2)NC3=C4C=CC=CC4=CC=C3
5F-NNEI-2;Cannabinoids;NQVUCORTOJUJIB-UHFFFAOYSA-N;NQVUCORTOJUJIB;O=C(C1=CN(CCCCCF)C2=C1C=CC=C2)NC3=CC=C4C=CC=CC4=C3
5F-NPB-22;Cannabinoids;DZNDVBLSHUYZLI-UHFFFAOYSA-N;DZNDVBLSHUYZLI;O=C(C1=NN(CCCCCF)C2=C1C=CC=C2)OC3=C4N=CC=CC4=CC=C3
5F-NPB-22 3-Carboxyindazole;Cannabinoids;KETGGOUVOCNXPO-UHFFFAOYSA-N;KETGGOUVOCNXPO;O=C(O)C1=NN(CCCCCF)C2=C1C=CC=C2
5F-PB-22;Cannabinoids;MBOCMBFDYVSGLJ-UHFFFAOYSA-N;MBOCMBFDYVSGLJ;O=C(C1=CN(CCCCCF)C2=C1C=CC=C2)OC3=C4N=CC=CC4=CC=C3
5F-PB-22 3-carboxyindole;Cannabinoids;DYLIZXRQZRUDLA-UHFFFAOYSA-N;DYLIZXRQZRUDLA;O=C(C1=CN(CCCCCF)C2=C1C=CC=C2)O
5F-PCN;Cannabinoids;BRRZRRZUERBDQL-UHFFFAOYSA-N;BRRZRRZUERBDQL;O=C(C1=CN(CCCCCF)C2=C1C=NC=C2)NC3=C4C=CC=CC4=CC=C3
5F-PY-PICA;Cannabinoids;AJOAHRJLOXOZKX-UHFFFAOYSA-N;AJOAHRJLOXOZKX;O=C(C1=CN(CCCCCF)C2=C1C=CC=C2)N3CCCC3
5F-PY-PINACA;Cannabinoids;GSCLIRQNUBFUJA-UHFFFAOYSA-N;GSCLIRQNUBFUJA;FCCCCCN1N=C(C(=O)N2CCCC2)C2=CC=CC=C12
5F-SDB-005;Cannabinoids;FNMFGMMHNFDPNT-UHFFFAOYSA-N;FNMFGMMHNFDPNT;FCCCCCN1N=C(C2=CC=CC=C12)C(=O)OC1=CC=CC2=CC=CC=C12
5F-SDB-006;Cannabinoids;VFLXAWVAWXHMFB-UHFFFAOYSA-N;VFLXAWVAWXHMFB;FCCCCCN1C=C(C(NCC2=CC=CC=C2)=O)C3=C1C=CC=C3
5F-THJ;Cannabinoids;GMRIDDSOZRLMAN-UHFFFAOYSA-N;GMRIDDSOZRLMAN;O=C(NC1=C(N=CC=C2)C2=CC=C1)C3=NN(CCCCCF)C4=C3C=CC=C4
5-HTP;Indolalkylamines;LDCYZAJDBXYCGN-UHFFFAOYSA-N;LDCYZAJDBXYCGN;NC(C(=O)O)CC1=CNC2=CC=C(C=C12)O
5-IAI;Aminoindanes;BIHPYCDDPGNWQO-UHFFFAOYSA-N;BIHPYCDDPGNWQO;NC1CC2=C(C=C(I)C=C2)C1
5-IT;Indolalkylamines;AULGMISRJWGTBA-UHFFFAOYSA-N;AULGMISRJWGTBA;CC(N)CC1=CC2=C(NC=C2)C=C1
5-MAPB;Arylalkylamines;ZOVRTIPCNFERHY-UHFFFAOYSA-N;ZOVRTIPCNFERHY;CC(NC)CC1=CC2=C(OC=C2)C=C1
5-MAPDB;Arylalkylamines;PLQTZOCLUHHCOI-UHFFFAOYSA-N;PLQTZOCLUHHCOI;CC(NC)CC1=CC=C(OCC2)C2=C1
5-MAPDI;Phenethylamines;MHBKJTHGGWQKSG-UHFFFAOYSA-N;MHBKJTHGGWQKSG;CC(NC)CC1=CC2=C(CCC2)C=C1
5-MBPB;Arylalkylamines;CTEZPBCLIKEASW-UHFFFAOYSA-N;CTEZPBCLIKEASW;CCC(NC)CC1=CC2=C(OC=C2)C=C1
5-MeO-Amt;Indolalkylamines;OGNJZVNNKBZFRM-UHFFFAOYSA-N;OGNJZVNNKBZFRM;COC1=CC2=C(NC=C2CC(C)N)C=C1
5-MeO-DALT;Indolalkylamines;HGRHWEAUHXYNNP-UHFFFAOYSA-N;HGRHWEAUHXYNNP;C=CCN(CC=C)CCC1=CNC2=C1C=C(OC)C=C2
5-MeO-DBT;Indolalkylamines;WVGCRISHWANOTO-UHFFFAOYSA-N;WVGCRISHWANOTO;C(CCC)N(CCCC)CCC1=CNC2=CC=C(C=C12)OC
5-MeO-DET;Indolalkylamines;KGDVJQQWCDDEPP-UHFFFAOYSA-N;KGDVJQQWCDDEPP;COC1=CC2=C(NC=C2CCN(CC)CC)C=C1
5-MeO-DiBF;Arylalkylamines;NBFMSQBTYHYVKP-UHFFFAOYSA-N;NBFMSQBTYHYVKP;CC(N(C(C)C)CCC1=COC2=C1C=C(OC)C=C2)C
5-MeO-DiPT;Indolalkylamines;DNBPMBJFRRVTSJ-UHFFFAOYSA-N;DNBPMBJFRRVTSJ;CC(N(C(C)C)CCC1=CNC2=C1C=C(OC)C=C2)C
5-MeO-DMT;Indolalkylamines;ZSTKHSQDNIGFLM-UHFFFAOYSA-N;ZSTKHSQDNIGFLM;COC=1C=C2C(=CNC2=CC1)CCN(C)C
5-MeO-DPT;Indolalkylamines;PNHPVNBKLQWBKH-UHFFFAOYSA-N;PNHPVNBKLQWBKH;CCCN(CCC1=CNC2=C1C=C(OC)C=C2)CCC
5-MeO-EIPT;Indolalkylamines;VVEQXDHSGNBFLZ-UHFFFAOYSA-N;VVEQXDHSGNBFLZ;CC(N(CC)CCC1=CNC2=C1C=C(OC)C=C2)C
5-MeO-EPT;Indolalkylamines;OQHFIOKNGNJPPF-UHFFFAOYSA-N;OQHFIOKNGNJPPF;CCCN(CC)CCC1=CNC2=C1C=C(OC)C=C2
5-MeO-MALT;Indolalkylamines;AJHGTCBMUIJSQL-UHFFFAOYSA-N;AJHGTCBMUIJSQL;C=CCN(CCC1=CNC2=C1C=C(OC)C=C2)C
5-MeO-MET;Indolalkylamines;AVECDEWGCOLCPZ-UHFFFAOYSA-N;AVECDEWGCOLCPZ;CN(CC)CCC1=CNC2=C1C=C(OC)C=C2
5-MeO-MiPT;Indolalkylamines;HEDOODBJFVUQMS-UHFFFAOYSA-N;HEDOODBJFVUQMS;CN(C(C)C)CCC1=CNC2=CC=C(OC)C=C12
5-MeO-MPMI;Indolalkylamines;MKEGUJPBCIXABO-GFCCVEGCSA-N;MKEGUJPBCIXABO;COC=1C=C2C(=CNC2=CC1)C[C@@H]1N(CCC1)C
5-MeO-NiPT;Indolalkylamines;QQZJNZJNPDORBO-UHFFFAOYSA-N;QQZJNZJNPDORBO;CC(NCCC1=CNC2=C1C=C(OC)C=C2)C
5-MeO-NMT;Indolalkylamines;NFDDCRIHMZGWBP-UHFFFAOYSA-N;NFDDCRIHMZGWBP;COC=1C=C2C(=CNC2=CC1)CCNC
5-MeO-pyr-T;Indolalkylamines;KAASYKNZNPWPQG-UHFFFAOYSA-N;KAASYKNZNPWPQG;COC1=CC2=C(NC=C2CCN3CCCC3)C=C1
5-MeO-TMT;Indolalkylamines;ACEHBQPPDDGCGZ-UHFFFAOYSA-N;ACEHBQPPDDGCGZ;COC=1C=C2C(=C(NC2=CC1)C)CCN(C)C
5-MeO-tryptamine;Indolalkylamines;JTEJPPKMYBDEMY-UHFFFAOYSA-N;JTEJPPKMYBDEMY;NCCC1=CNC2=C1C=C(OC)C=C2
5-methoxy N,N-diethyl Hexylone;Cathinones;BTCQJBCWDVWCOA-UHFFFAOYSA-N;BTCQJBCWDVWCOA;C(C)N(C(C(=O)C1=CC2=C(OCO2)C(=C1)OC)CCCC)CC
5-Methoxy-Methylone;Cathinones;MPMHRFOOZMFFBD-UHFFFAOYSA-N;MPMHRFOOZMFFBD;CC(NC)C(C1=CC(OC)=C(OCO2)C2=C1)=O
5-methoxy-N,N-Diethylpentylone;Cathinones;ZUDWPDKEKRSMPS-UHFFFAOYSA-N;ZUDWPDKEKRSMPS;CCCC(N(CC)CC)C(C1=CC(OC)=C(OCO2)C2=C1)=O
5-Methyl-MDA;Phenethylamines;OLENSVFSNAULML-UHFFFAOYSA-N;OLENSVFSNAULML;CC(N)CC1=CC(C)=C(OCO2)C2=C1
5-OH-MDMB-PICA;Cannabinoids;LZMVGZFNHSKNMW-UHFFFAOYSA-N;LZMVGZFNHSKNMW;OCCCCCN(C=C1C(NC(C(OC)=O)C(C)(C)C)=O)C2=C1C=CC=C2
5-PPDi;Cathinones;HLBROWUOAAQHCM-UHFFFAOYSA-N;HLBROWUOAAQHCM;CCC(N1CCCC1)C(C2=CC3=C(CCC3)C=C2)=O
6-Acetylcodeine;Opioids;MFXFQKMUCYHPFQ-BKRJIHRRSA-N;MFXFQKMUCYHPFQ;[H][C@@]12OC3=C(OC)C=CC4=C3[C@]11CCN(C)[C@]([H])(C4)[C@]1([H])C=C[C@]2([H])OC(C)=O
6-APB;Arylalkylamines;FQDAMYLMQQKPRX-UHFFFAOYSA-N;FQDAMYLMQQKPRX;CC(N)CC1=CC2=C(C=C1)C=CO2
6-APDB;Arylalkylamines;VRNGXHJGMCJRSQ-UHFFFAOYSA-N;VRNGXHJGMCJRSQ;CC(N)CC1=CC2=C(C=C1)CCO2
6-Bromo-MDMA;Phenethylamines;ZIBHSZQEEWBQLW-UHFFFAOYSA-N;ZIBHSZQEEWBQLW;CC(NC)CC1=C(Br)C=C(OCO2)C2=C1
6-EAPB;Arylalkylamines;MIRNYUKRRZFBOI-UHFFFAOYSA-N;MIRNYUKRRZFBOI;O1C=CC2=C1C=C(C=C2)CC(C)NCC
6-IT;Arylalkylamines;QCFIFKAOUKPFPU-UHFFFAOYSA-N;QCFIFKAOUKPFPU;CC(N)CC1=CC2=C(C=C1)C=CN2
6-MAPB;Phenethylamines;QLAAURQYEAEHBO-UHFFFAOYSA-N;QLAAURQYEAEHBO;O1C=CC2=C1C=C(C=C2)CC(C)NC
6-MeO-DiPT;Indolalkylamines;VVHSFCPALYIWMT-UHFFFAOYSA-N;VVHSFCPALYIWMT;CC(N(CCC1=CNC2=C1C=CC(OC)=C2)C(C)C)C
6-methoxy DMT;Indolalkylamines;AWOWBKXVYZRYSP-UHFFFAOYSA-N;AWOWBKXVYZRYSP;COC=1C=C2NC=C(CCN(C)C)C2=CC1
6-methoxy-N,N-Diethylpentylone;Cathinones;OZQOTHNGRNUPQU-UHFFFAOYSA-N;OZQOTHNGRNUPQU;C(C)N(C(C(=O)C1=CC2=C(OCO2)C=C1OC)CCC)CC
6-Methyl-MDA;Phenethylamines;HCFHWXDIZOAUTQ-UHFFFAOYSA-N;HCFHWXDIZOAUTQ;CC=1C(=CC2=C(OCO2)C1)CC(C)N
7-aminoclonazepam;Benzodiazepines;HEFRPWRJTGLSSV-UHFFFAOYSA-N;HEFRPWRJTGLSSV;C1C(=O)NC2=C(C=C(C=C2)N)C(=N1)C3=CC=CC=C3Cl
7-Aminoflunitrazepam;Benzodiazepines;LTCDLGUFORGHGY-UHFFFAOYSA-N;LTCDLGUFORGHGY;NC=1C=CC2=C(C(=NCC(N2C)=O)C2=C(C=CC=C2)F)C1
7-aminonitrazepam;Benzodiazepines;OYOUQHVDCKOOAL-UHFFFAOYSA-N;OYOUQHVDCKOOAL;NC=1C=CC2=C(C(=NCC(N2)=O)C2=CC=CC=C2)C1
7-APB;Phenethylamines;YVMDMFRZSDUZLK-UHFFFAOYSA-N;YVMDMFRZSDUZLK;NC(CC1=CC=CC=2C=COC21)C
7-APDB;Phenethylamines;FVHLRYWNSYCTAK-UHFFFAOYSA-N;FVHLRYWNSYCTAK;NC(CC1=CC=CC=2CCOC21)C
7-Hydroxymitragynine;Plants & extracts;RYENLSMHLCNXJT-CYXFISRXSA-N;RYENLSMHLCNXJT;O=C(OC)/C([C@@H](C[C@]12[H])[C@H](CC)CN1CC[C@@]3(O)C2=NC4=C3C(OC)=CC=C4)=C/OC
7-MeO-DiPT;Indolalkylamines;CYDOUMFFIKOFBJ-UHFFFAOYSA-N;CYDOUMFFIKOFBJ;CC(N(CCC1=CNC2=C1C=CC=C2OC)C(C)C)C
8-Aminoclonazolam;Benzodiazepines;XGLOOOYZAISIOP-UHFFFAOYSA-N;XGLOOOYZAISIOP;ClC1=C(C=CC=C1)C1=NCC=2N(C3=C1C=C(C=C3)N)C(=NN2)C
8-Chlorotheophylline;Unknown;RYIGNEOBDRVTHA-UHFFFAOYSA-N;RYIGNEOBDRVTHA;ClC1=NC=2N(C(N(C(C2N1)=O)C)=O)C
A03;Unknown;IGOXMJNGGGFQOV-UHFFFAOYSA-N;IGOXMJNGGGFQOV;FC1=CC=C(C(=O)NCC2(CCCCC2)N(C)C)C=C1
A04;Unknown;SMXCKIFYXXJWQG-UHFFFAOYSA-N;SMXCKIFYXXJWQG;FC(C1=CC=C(C(=O)NCC2(CCCCC2)N(C)C)C=C1)(F)F
A05;Unknown;JMTHOIGGAHWQJU-UHFFFAOYSA-N;JMTHOIGGAHWQJU;COC1=CC=C(C(=O)NCC2(CCCCC2)N(C)C)C=C1
A06;Unknown;DJQCTZSKDIDLKH-UHFFFAOYSA-N;DJQCTZSKDIDLKH;FC=1C=C(C(=O)NCC2(CCCCC2)N(C)C)C=CC1F
A07;Unknown;NSMAOTNCYHMVJX-UHFFFAOYSA-N;NSMAOTNCYHMVJX;ClC=1C=C(C=CC1Cl)S(=O)(=O)NCC1(CCCCC1)N(C)C
A08;Unknown;RHNRWKLWYAKABH-UHFFFAOYSA-N;RHNRWKLWYAKABH;BrC1=CC=C(C(=O)NCC2(CCCCC2)N(C)C)C=C1
A09;Unknown;WBKQUAIHMZQVOX-UHFFFAOYSA-N;WBKQUAIHMZQVOX;ClC1=C(C(=O)NCC2(CCCCC2)N(C)C)C=CC=N1
A10;Unknown;ZLVHUICRPQDDPU-UHFFFAOYSA-N;ZLVHUICRPQDDPU;C1(=CC=CC2=CC=CC=C12)C(=O)NCC1(CCCCC1)N(C)C
A11;Unknown;MMHKHYDFHKCOIA-UHFFFAOYSA-N;MMHKHYDFHKCOIA;C(C1=CN=CC=C1)(=O)NCC1(CCCCC1)N(C)C
A12;Unknown;YYCSQPBLYZBXJS-UHFFFAOYSA-N;YYCSQPBLYZBXJS;C(C1=CC=NC=C1)(=O)NCC1(CCCCC1)N(C)C
A14;Unknown;KXIBXFSJBXTHGD-UHFFFAOYSA-N;KXIBXFSJBXTHGD;C12(CC3CC(CC(C1)C3)C2)C(=O)NCC2(CCCCC2)N(C)C
A16;Unknown;MISBFSXDLFXHFG-UHFFFAOYSA-N;MISBFSXDLFXHFG;FC=1C=C(C(=O)NCC2(CCCCC2)N(C)C)C=CC1
A-3665;Opioids;RJSCINHYBGMIFT-UHFFFAOYSA-N;RJSCINHYBGMIFT;C(C)N1N=NN(C1=O)CCN1CCC(CC1)(C1=CC=CC=C1)N(C(CC)=O)C1=C(C=CC=C1)F
A-796,260;Cannabinoids;ZCFHOMLAFTWDFM-UHFFFAOYSA-N;ZCFHOMLAFTWDFM;O=C(C1=CN(CCN2CCOCC2)C3=C1C=CC=C3)C4C(C)(C)C4(C)C
A-796260 Degradant;Cannabinoids;LORODOQLOVWDSW-UHFFFAOYSA-N;LORODOQLOVWDSW;C=C(C)C(C)(C)CC(C1=CN(CCN2CCOCC2)C3=C1C=CC=C3)=O
A-834735;Cannabinoids;NQTMRZNYLIGQCF-UHFFFAOYSA-N;NQTMRZNYLIGQCF;CC1(C)C(C(=O)C2=CN(CC3CCOCC3)C3=CC=CC=C23)C1(C)C
A-834735 Degradant;Cannabinoids;SHMFIOCKSMJXSG-UHFFFAOYSA-N;SHMFIOCKSMJXSG;C=C(C)C(C)(C)CC(C1=CN(CC2CCOCC2)C3=C1C=CC=C3)=O
A-836339;Cannabinoids;JKGIMVBQKSRTGX-VKAVYKQESA-N;JKGIMVBQKSRTGX;O=C(C1C(C)(C)C1(C)C)/N=C2SC(C)=C(C)N\2CCOC
AB-001;Cannabinoids;SHWDYCMMUPPWQM-UHFFFAOYSA-N;SHWDYCMMUPPWQM;O=C(C1=CN(CCCCC)C2=C1C=CC=C2)C34CC5CC(C4)CC(C5)C3
AB-005;Cannabinoids;MOBWRRIAIHYXLB-UHFFFAOYSA-N;MOBWRRIAIHYXLB;O=C(C1=CN(CC2N(C)CCCC2)C3=C1C=CC=C3)C4C(C)(C)C4(C)C
AB-005 azepane isomer 2;Cannabinoids;VBJJSVQSAWSBQA-UHFFFAOYSA-N;VBJJSVQSAWSBQA;O=C(C1=CN(C2N(C)CCCCC2)C3=C1C=CC=C3)C4C(C)(C)C4(C)C
AB-005-Azepan;Cannabinoids;VNSNHIFBQMRMRE-UHFFFAOYSA-N;VNSNHIFBQMRMRE;O=C(C1=CN(C2CN(C)CCCC2)C3=C1C=CC=C3)C4C(C)(C)C4(C)C
AB-7-FUBAICA;Cannabinoids;AIZFETCNFVMZGT-KRWDZBQOSA-N;AIZFETCNFVMZGT;CC(C)[C@H](NC(C1=CN(CC2=CC=C(F)C=C2)C3=NC=CC=C31)=O)C(N)=O
AB-BICA;Cannabinoids;KWZMKPNXFPNTEJ-IBGZPJMESA-N;KWZMKPNXFPNTEJ;O=C(C1=CN(CC2=CC=CC=C2)C3=C1C=CC=C3)N[C@@H](C(C)C)C(N)=O
AB-CHFUPYCA;Cannabinoids;NDYOOVJIZQTGHY-UHFFFAOYSA-N;NDYOOVJIZQTGHY;CC(C)[C@@H](C(N)=O)NC(C1=CC(C2=CC=C(F)C=C2)=NN1CC3CCCCC3)=O
AB-CHMICA;Cannabinoids;BLLKAWANSRRHLA-IBGZPJMESA-N;BLLKAWANSRRHLA;O=C(C1=CN(CC2CCCCC2)C3=C1C=CC=C3)N[C@@H](C(C)C)C(N)=O
AB-CHMINACA;Cannabinoids;KJNZIEGLNLCWTQ-KRWDZBQOSA-N;KJNZIEGLNLCWTQ;O=C(C1=NN(CC2CCCCC2)C3=C1C=CC=C3)N[C@@H](C(C)C)C(N)=O
AB-CHMINACA (M1B(3-OH-Cyclohexyl));Cannabinoids;JPYMZGZGKXHPPL-KVULBXGLSA-N;JPYMZGZGKXHPPL;O=C(C1=NN(CC2CC(O)CCC2)C3=C1C=CC=C3)N[C@@H](C(C)C)C(N)=O
AB-CHMINACA (M3A(Valin-4-OH-Cyclohexyl));Cannabinoids;DGLBMACIGDZWJF-KVULBXGLSA-N;DGLBMACIGDZWJF;CC(C)[C@@H](C(O)=O)NC(C1=NN(CC2CCC(O)CC2)C3=C1C=CC=C3)=O
AB-CHMINACA (M4(3-Carboxyindole));Cannabinoids;DVXHKIOGZJHOPD-UHFFFAOYSA-N;DVXHKIOGZJHOPD;O=C(C1=NN(CC2CCCCC2)C3=C1C=CC=C3)O
AB-CHMINACA (M5A (3-Carboxyindole-4-OH-Cyclohexyl));Cannabinoids;XMHBGLQLPWENIV-UHFFFAOYSA-N;XMHBGLQLPWENIV;O=C(C1=NN(CC2CCC(O)CC2)C3=C1C=CC=C3)O
AB-CHMINACA (M6(Isopropionic acid));Cannabinoids;DQRRHTCQQGYUSD-UHFFFAOYSA-N;DQRRHTCQQGYUSD;O=C(O)C(C)C(NC(C1=NN(CC2CCCCC2)C3=C1C=CC=C3)=O)C(N)=O
AB-CHMINACA (M7(Valin-Isopropionic acid));Cannabinoids;KORXLQCISNSYKQ-UHFFFAOYSA-N;KORXLQCISNSYKQ;C1(CCCCC1)CN1N=C(C2=CC=CC=C12)C(=O)NC(C(=O)O)C(C(=O)O)C
AB-CHMINACA 2'-Indazole Isomer;Cannabinoids;TVVJYCKLTAMJFO-KRWDZBQOSA-N;TVVJYCKLTAMJFO;O=C(N[C@H](C(N)=O)C(C)C)C1=C2C(C=CC=C2)=NN1CC3CCCCC3
AB-CHMINACA metabolite M1A;Cannabinoids;GAXQKKYBSIFRJX-KVULBXGLSA-N;GAXQKKYBSIFRJX;O=C(C1=NN(CC2CCC(O)CC2)C3=C1C=CC=C3)N[C@@H](C(C)C)C(N)=O
AB-CHMINACA metabolite M2;Cannabinoids;FWDOPMKLKXLVEL-KRWDZBQOSA-N;FWDOPMKLKXLVEL;CC(C)[C@@H](C(O)=O)NC(C1=NN(CC2CCCCC2)C3=C1C=CC=C3)=O
AB-FUBICA;Cannabinoids;KTVPQJSKKGZIEA-IBGZPJMESA-N;KTVPQJSKKGZIEA;O=C(N[C@H](C(N)=O)C(C)C)C1=CN(CC2=CC=C(F)C=C2)C3=CC=CC=C31
AB-FUBINACA;Cannabinoids;AKOOIMKXADOPDA-KRWDZBQOSA-N;AKOOIMKXADOPDA;O=C(C1=NN(CC2=CC=C(F)C=C2)C3=C1C=CC=C3)N[C@@H](C(C)C)C(N)=O
AB-FUBINACA (Valin);Cannabinoids;XWTKFXNTAUXIRK-KRWDZBQOSA-N;XWTKFXNTAUXIRK;CC(C)[C@@H](C(O)=O)NC(C1=NN(CC2=CC=C(F)C=C2)C3=C1C=CC=C3)=O
AB-FUBINACA Oxobutanoic Acid;Cannabinoids;NEZYQTIODXEXMK-UHFFFAOYSA-N;NEZYQTIODXEXMK;O=C(O)C(C)C(NC(C1=NN(CC2=CC=C(F)C=C2)C3=C1C=CC=C3)=O)C(N)=O
AB-FUBINACA-2-Fluorbenzyl;Cannabinoids;AJGUHANHCUPXSK-KRWDZBQOSA-N;AJGUHANHCUPXSK;O=C(C1=NN(CC2=CC=CC=C2F)C3=C1C=CC=C3)N[C@@H](C(C)C)C(N)=O
AB-FUBINACA-3-Fluorbenzyl;Cannabinoids;PDYYWSOYXNOKBK-KRWDZBQOSA-N;PDYYWSOYXNOKBK;NC([C@H](C(C)C)NC(=O)C1=NN(C2=CC=CC=C12)CC1=CC(=CC=C1)F)=O
ABO-4en-PINACA;Cannabinoids;SHELRBQJCJWWQC-UHFFFAOYSA-N;SHELRBQJCJWWQC;NC(C(CC)NC(=O)C1=NN(C2=CC=CC=C12)CCCC=C)=O
AB-PICA;Cannabinoids;GOLDNQQANLFVSP-KRWDZBQOSA-N;GOLDNQQANLFVSP;NC(=O)[C@H](C(C)C)NC(=O)C1=CN(C2=CC=CC=C12)CCCCC
AB-PINACA;Cannabinoids;GIMHPAQOAAZSHS-HNNXBMFYSA-N;GIMHPAQOAAZSHS;O=C(C1=NN(CCCCC)C2=C1C=CC=C2)N[C@H](C(N)=O)C(C)C
AB-PINACA (4-OH-Pentyl);Cannabinoids;FKWGAWHIQBKZHO-UHFFFAOYSA-N;FKWGAWHIQBKZHO;NC(C(C(C)C)NC(=O)C1=NN(C2=CC=CC=C12)CCCC(C)O)=O
AB-PINACA (5-OH-Pentyl);Cannabinoids;MGOXVYQZCJIMRX-UHFFFAOYSA-N;MGOXVYQZCJIMRX;NC(C(C(C)C)NC(=O)C1=NN(C2=CC=CC=C12)CCCCCO)=O
AB-PINACA carboxylic acid;Cannabinoids;HCGKRLHOLBHGBK-HNNXBMFYSA-N;HCGKRLHOLBHGBK;CC([C@@H](C(=O)O)NC(=O)C1=NN(C2=CC=CC=C12)CCCCC)C
AB-PINACA N-(2-fluoropentyl) isomer;Cannabinoids;VKIBZLGSWZHFJD-UHFFFAOYSA-N;VKIBZLGSWZHFJD;O=C(C1=NN(CC(F)CCC)C2=C1C=CC=C2)NC(C(C)C)C(N)=O
AB-PINACA pentanoic acid;Cannabinoids;QNEBIXFSJOHXCK-UHFFFAOYSA-N;QNEBIXFSJOHXCK;O=C(O)CCCCN1N=C(C(NC(C(N)=O)C(C)C)=O)C2=C1C=CC=C2
Acefylline;Unknown;HCYFGRCYSCXKNQ-UHFFFAOYSA-N;HCYFGRCYSCXKNQ;CN1C(N(C=2N=CN(C2C1=O)CC(=O)O)C)=O
Acetildenafil;Piperazine derivates;RRBRQNALHKQCAI-UHFFFAOYSA-N;RRBRQNALHKQCAI;O=C1C(N(C)N=C2CCC)=C2N=C(C3=CC(C(CN4CCN(CC)CC4)=O)=CC=C3OCC)N1
Acetyl norfentanyl;Opioids;CYTIQZKDSHKYGB-UHFFFAOYSA-N;CYTIQZKDSHKYGB;CC(N(C1=CC=CC=C1)C2CCNCC2)=O
Acetylamphetamine;Phenethylamines;YPKBVWZHVTZSPU-UHFFFAOYSA-N;YPKBVWZHVTZSPU;CC(NC(C)CC1=CC=CC=C1)=O
Acetylbenzylfentanyl;Opioids;UKGXYSOSRSCGJB-UHFFFAOYSA-N;UKGXYSOSRSCGJB;CC(N(C1CCN(CC2=CC=CC=C2)CC1)C3=CC=CC=C3)=O
Acetyl-carfentanil;Opioids;KDWNFIZTOZPRAD-UHFFFAOYSA-N;KDWNFIZTOZPRAD;C(C)(=O)N(C1(CCN(CC1)CCC1=CC=CC=C1)C(=O)OC)C1=CC=CC=C1
Acetylfentanyl;Opioids;FYIUUQUPOKIKNI-UHFFFAOYSA-N;FYIUUQUPOKIKNI;CC(N(C1CCN(CCC2=CC=CC=C2)CC1)C3=CC=CC=C3)=O
ACHMINACA;Cannabinoids;ACFKPINHOINOFB-UHFFFAOYSA-N;ACFKPINHOINOFB;C12(CC3CC(CC(C1)C3)C2)NC(=O)C2=NN(C3=CC=CC=C23)CC2CCCCC2
Aconitine;Plants & extracts;XFSBVAOIAHNAPC-XTHSEXKGSA-N;XFSBVAOIAHNAPC;CCN1CC2(C(CC(C34C2C(C(C31)C5(C6C4CC(C6OC(=O)C7=CC=CC=C7)(C(C5O)OC)O)OC(=O)C)OC)OC)O)COC
Acrylfentanyl;Opioids;RFQNLMWUIJJEQF-UHFFFAOYSA-N;RFQNLMWUIJJEQF;C=CC(N(C1=CC=CC=C1)C2CCN(CCC3=CC=CC=C3)CC2)=O
ADB-4en-PINACA;Cannabinoids;NXDLAZXBALPFSN-UHFFFAOYSA-N;NXDLAZXBALPFSN;C(N)(=O)C(C(C)(C)C)NC(=O)C1=NN(C2=CC=CC=C12)CCCC=C
ADB-5Br-INACA;Cannabinoids;AJGASUCDTSLMNP-UHFFFAOYSA-N;AJGASUCDTSLMNP;BrC=1C=C2C(=NNC2=CC1)C(=O)NC(C(C)(C)C)C(N)=O
ADB-BICA;Cannabinoids;OGVITAUBEIIKNT-UHFFFAOYSA-N;OGVITAUBEIIKNT;CC(C)(C)C(NC(C1=CN(CC2=CC=CC=C2)C3=C1C=CC=C3)=O)C(N)=O
ADB-BINACA;Cannabinoids;IUFIUAWRCUVUCQ-UHFFFAOYSA-N;IUFIUAWRCUVUCQ;O=C(C1=NN(CC2=CC=CC=C2)C3=C1C=CC=C3)NC(C(C)(C)C)C(N)=O
ADB-BUTINACA;Cannabinoids;GPWADXHYJAZPAX-UHFFFAOYSA-N;GPWADXHYJAZPAX;C(CCC)N1N=C(C2=CC=CC=C12)C(=O)NC(C(C)(C)C)C(N)=O
ADB-BUTINACA N-(4-hydroxybutyl) metabolite;Cannabinoids;BMUDPCNXEWIUCC-OAHLLOKOSA-N;BMUDPCNXEWIUCC;NC([C@H](C(C)(C)C)NC(=O)C1=NN(C2=CC=CC=C12)CCCCO)=O
