Compound,DrugClass,InChIKey,InChIKeyShort,SMILES,Predicted_IE,Low_IE_boundary,High_IE_boundary
A-3665,Opioids,RJSCINHYBGMIFT-UHFFFAOYSA-N,RJSCINHYBGMIFT,C(C)N1N=NN(C1=O)CCN1CCC(CC1)(C1=CC=CC=C1)N(C(CC)=O)C1=C(C=CC=C1)F,4.012199642366257,3.305323599156457,4.034391296641707
"A-796,260",Cannabinoids,ZCFHOMLAFTWDFM-UHFFFAOYSA-N,ZCFHOMLAFTWDFM,O=C(C1=CN(CCN2CCOCC2)C3=C1C=CC=C3)C4C(C)(C)C4(C)C,4.3891827243869805,3.5569467831206945,4.3891827243869805
A-796260 Degradant,Cannabinoids,LORODOQLOVWDSW-UHFFFAOYSA-N,LORODOQLOVWDSW,C=C(C)C(C)(C)CC(C1=CN(CCN2CCOCC2)C3=C1C=CC=C3)=O,4.418899614015724,3.5419782504931865,4.418899614015724
A-834735,Cannabinoids,NQTMRZNYLIGQCF-UHFFFAOYSA-N,NQTMRZNYLIGQCF,CC1(C)C(C(=O)C2=CN(CC3CCOCC3)C3=CC=CC=C23)C1(C)C,4.221018443989594,3.5738235826548026,4.221018443989594
A-834735 Degradant,Cannabinoids,SHMFIOCKSMJXSG-UHFFFAOYSA-N,SHMFIOCKSMJXSG,C=C(C)C(C)(C)CC(C1=CN(CC2CCOCC2)C3=C1C=CC=C3)=O,4.42731280377262,3.742518054429336,4.42731280377262
A-836339,Cannabinoids,JKGIMVBQKSRTGX-VKAVYKQESA-N,JKGIMVBQKSRTGX,O=C(C1C(C)(C)C1(C)C)/N=C2SC(C)=C(C)N\2CCOC,3.539581352976057,2.8646163358360215,3.9572718100097957
AB-001,Cannabinoids,SHWDYCMMUPPWQM-UHFFFAOYSA-N,SHWDYCMMUPPWQM,O=C(C1=CN(CCCCC)C2=C1C=CC=C2)C34CC5CC(C4)CC(C5)C3,4.333538214271867,3.6835741908344466,4.333538214271867
AB-005,Cannabinoids,MOBWRRIAIHYXLB-UHFFFAOYSA-N,MOBWRRIAIHYXLB,O=C(C1=CN(CC2N(C)CCCC2)C3=C1C=CC=C3)C4C(C)(C)C4(C)C,4.386389026217849,3.6740980487174273,4.386389026217849
AB-005 azepane isomer 2,Cannabinoids,VBJJSVQSAWSBQA-UHFFFAOYSA-N,VBJJSVQSAWSBQA,O=C(C1=CN(C2N(C)CCCCC2)C3=C1C=CC=C3)C4C(C)(C)C4(C)C,4.736798106499167,4.097871467384104,4.736798106499167
AB-005-Azepan,Cannabinoids,VNSNHIFBQMRMRE-UHFFFAOYSA-N,VNSNHIFBQMRMRE,O=C(C1=CN(C2CN(C)CCCC2)C3=C1C=CC=C3)C4C(C)(C)C4(C)C,4.405257526830915,3.7264495379022478,4.405257526830915
AB-7-FUBAICA,Cannabinoids,AIZFETCNFVMZGT-KRWDZBQOSA-N,AIZFETCNFVMZGT,CC(C)[C@H](NC(C1=CN(CC2=CC=C(F)C=C2)C3=NC=CC=C31)=O)C(N)=O,4.167679403519857,3.3970465300570596,4.167679403519857
AB-BICA,Cannabinoids,KWZMKPNXFPNTEJ-IBGZPJMESA-N,KWZMKPNXFPNTEJ,O=C(C1=CN(CC2=CC=CC=C2)C3=C1C=CC=C3)N[C@@H](C(C)C)C(N)=O,4.1861402916551524,3.3899918232683395,4.1861402916551524
AB-CHFUPYCA,Cannabinoids,NDYOOVJIZQTGHY-UHFFFAOYSA-N,NDYOOVJIZQTGHY,CC(C)[C@@H](C(N)=O)NC(C1=CC(C2=CC=C(F)C=C2)=NN1CC3CCCCC3)=O,3.7348443468698376,3.0219963855119594,3.7348443468698376
AB-CHMICA,Cannabinoids,BLLKAWANSRRHLA-IBGZPJMESA-N,BLLKAWANSRRHLA,O=C(C1=CN(CC2CCCCC2)C3=C1C=CC=C3)N[C@@H](C(C)C)C(N)=O,4.1861402916551524,3.3899918232683395,4.1861402916551524
AB-CHMINACA,Cannabinoids,KJNZIEGLNLCWTQ-KRWDZBQOSA-N,KJNZIEGLNLCWTQ,O=C(C1=NN(CC2CCCCC2)C3=C1C=CC=C3)N[C@@H](C(C)C)C(N)=O,3.883200741951724,3.134056694822587,3.883200741951724
AB-CHMINACA (M1B(3-OH-Cyclohexyl)),Cannabinoids,JPYMZGZGKXHPPL-KVULBXGLSA-N,JPYMZGZGKXHPPL,O=C(C1=NN(CC2CC(O)CCC2)C3=C1C=CC=C3)N[C@@H](C(C)C)C(N)=O,3.8891939350442355,3.094093148797646,3.8891939350442355
AB-CHMINACA (M3A(Valin-4-OH-Cyclohexyl)),Cannabinoids,DGLBMACIGDZWJF-KVULBXGLSA-N,DGLBMACIGDZWJF,CC(C)[C@@H](C(O)=O)NC(C1=NN(CC2CCC(O)CC2)C3=C1C=CC=C3)=O,3.3627854643116737,2.715923362553907,3.6187748978812846
AB-CHMINACA (M4(3-Carboxyindole)),Cannabinoids,DVXHKIOGZJHOPD-UHFFFAOYSA-N,DVXHKIOGZJHOPD,O=C(C1=NN(CC2CCCCC2)C3=C1C=CC=C3)O,3.1490100516783084,2.6897595549766256,3.1516063560349594
AB-CHMINACA (M5A (3-Carboxyindole-4-OH-Cyclohexyl)),Cannabinoids,XMHBGLQLPWENIV-UHFFFAOYSA-N,XMHBGLQLPWENIV,O=C(C1=NN(CC2CCC(O)CC2)C3=C1C=CC=C3)O,3.219290841052752,2.6108149665707083,3.219290841052752
AB-CHMINACA (M6(Isopropionic acid)),Cannabinoids,DQRRHTCQQGYUSD-UHFFFAOYSA-N,DQRRHTCQQGYUSD,O=C(O)C(C)C(NC(C1=NN(CC2CCCCC2)C3=C1C=CC=C3)=O)C(N)=O,3.3645809080613187,2.5594483802428107,3.54306802177524
AB-CHMINACA (M7(Valin-Isopropionic acid)),Cannabinoids,KORXLQCISNSYKQ-UHFFFAOYSA-N,KORXLQCISNSYKQ,C1(CCCCC1)CN1N=C(C2=CC=CC=C12)C(=O)NC(C(=O)O)C(C(=O)O)C,2.9612909254206445,2.3139585754869323,3.32627309540171
AB-CHMINACA 2'-Indazole Isomer,Cannabinoids,TVVJYCKLTAMJFO-KRWDZBQOSA-N,TVVJYCKLTAMJFO,O=C(N[C@H](C(N)=O)C(C)C)C1=C2C(C=CC=C2)=NN1CC3CCCCC3,3.5461650619757488,2.744828339630717,3.7214161478353662
AB-CHMINACA metabolite M1A,Cannabinoids,GAXQKKYBSIFRJX-KVULBXGLSA-N,GAXQKKYBSIFRJX,O=C(C1=NN(CC2CCC(O)CC2)C3=C1C=CC=C3)N[C@@H](C(C)C)C(N)=O,3.756179569845564,2.9532625061187194,3.756179569845564
AB-CHMINACA metabolite M2,Cannabinoids,FWDOPMKLKXLVEL-KRWDZBQOSA-N,FWDOPMKLKXLVEL,CC(C)[C@@H](C(O)=O)NC(C1=NN(CC2CCCCC2)C3=C1C=CC=C3)=O,3.523079090465144,2.917675639043166,3.6342580435258096
AB-FUBICA,Cannabinoids,KTVPQJSKKGZIEA-IBGZPJMESA-N,KTVPQJSKKGZIEA,O=C(N[C@H](C(N)=O)C(C)C)C1=CN(CC2=CC=C(F)C=C2)C3=CC=CC=C31,4.054885856250635,3.2477399538751213,4.054885856250635
AB-FUBINACA,Cannabinoids,AKOOIMKXADOPDA-KRWDZBQOSA-N,AKOOIMKXADOPDA,O=C(C1=NN(CC2=CC=C(F)C=C2)C3=C1C=CC=C3)N[C@@H](C(C)C)C(N)=O,3.735601808997126,2.9779877515359092,3.735601808997126
AB-FUBINACA (Valin),Cannabinoids,XWTKFXNTAUXIRK-KRWDZBQOSA-N,XWTKFXNTAUXIRK,CC(C)[C@@H](C(O)=O)NC(C1=NN(CC2=CC=C(F)C=C2)C3=C1C=CC=C3)=O,3.421221146132105,2.8073476843780463,3.4633882976689288
AB-FUBINACA Oxobutanoic Acid,Cannabinoids,NEZYQTIODXEXMK-UHFFFAOYSA-N,NEZYQTIODXEXMK,O=C(O)C(C)C(NC(C1=NN(CC2=CC=C(F)C=C2)C3=C1C=CC=C3)=O)C(N)=O,3.245182261306347,2.431898995044852,3.3805828932560393
AB-FUBINACA-2-Fluorbenzyl,Cannabinoids,AJGUHANHCUPXSK-KRWDZBQOSA-N,AJGUHANHCUPXSK,O=C(C1=NN(CC2=CC=CC=C2F)C3=C1C=CC=C3)N[C@@H](C(C)C)C(N)=O,3.6753009283528666,2.967644513669353,3.6753009283528666
AB-FUBINACA-3-Fluorbenzyl,Cannabinoids,PDYYWSOYXNOKBK-KRWDZBQOSA-N,PDYYWSOYXNOKBK,NC([C@H](C(C)C)NC(=O)C1=NN(C2=CC=CC=C12)CC1=CC(=CC=C1)F)=O,3.977901077824799,3.201036033705125,3.977901077824799
ABO-4en-PINACA,Cannabinoids,SHELRBQJCJWWQC-UHFFFAOYSA-N,SHELRBQJCJWWQC,NC(C(CC)NC(=O)C1=NN(C2=CC=CC=C12)CCCC=C)=O,3.281017324893133,2.576770853711143,3.440766779335975
AB-PICA,Cannabinoids,GOLDNQQANLFVSP-KRWDZBQOSA-N,GOLDNQQANLFVSP,NC(=O)[C@H](C(C)C)NC(=O)C1=CN(C2=CC=CC=C12)CCCCC,3.7726502085701084,2.9639387181405263,3.7943120139336335
AB-PINACA,Cannabinoids,GIMHPAQOAAZSHS-HNNXBMFYSA-N,GIMHPAQOAAZSHS,O=C(C1=NN(CCCCC)C2=C1C=CC=C2)N[C@H](C(N)=O)C(C)C,3.31863668965152,2.546650915428205,3.4583583915735288
AB-PINACA (4-OH-Pentyl),Cannabinoids,FKWGAWHIQBKZHO-UHFFFAOYSA-N,FKWGAWHIQBKZHO,NC(C(C(C)C)NC(=O)C1=NN(C2=CC=CC=C12)CCCC(C)O)=O,3.345876952812665,2.6106418939347353,3.360020874940131
AB-PINACA (5-OH-Pentyl),Cannabinoids,MGOXVYQZCJIMRX-UHFFFAOYSA-N,MGOXVYQZCJIMRX,NC(C(C(C)C)NC(=O)C1=NN(C2=CC=CC=C12)CCCCCO)=O,3.4761276053884225,2.6367448765920045,3.497451723034645
AB-PINACA carboxylic acid,Cannabinoids,HCGKRLHOLBHGBK-HNNXBMFYSA-N,HCGKRLHOLBHGBK,CC([C@@H](C(=O)O)NC(=O)C1=NN(C2=CC=CC=C12)CCCCC)C,3.076701585219911,2.5518114142221813,3.334087199334409
AB-PINACA N-(2-fluoropentyl) isomer,Cannabinoids,VKIBZLGSWZHFJD-UHFFFAOYSA-N,VKIBZLGSWZHFJD,O=C(C1=NN(CC(F)CCC)C2=C1C=CC=C2)NC(C(C)C)C(N)=O,3.0179085553967897,2.301628506517793,3.051557284435465
AB-PINACA pentanoic acid,Cannabinoids,QNEBIXFSJOHXCK-UHFFFAOYSA-N,QNEBIXFSJOHXCK,O=C(O)CCCCN1N=C(C(NC(C(N)=O)C(C)C)=O)C2=C1C=CC=C2,3.0574225505061405,2.2553237508972432,3.210090827241025
Acefylline,Unknown,HCYFGRCYSCXKNQ-UHFFFAOYSA-N,HCYFGRCYSCXKNQ,CN1C(N(C=2N=CN(C2C1=O)CC(=O)O)C)=O,2.1883950712474567,1.7897921267015795,2.4241430326662554
Acetildenafil,Piperazine derivates,RRBRQNALHKQCAI-UHFFFAOYSA-N,RRBRQNALHKQCAI,O=C1C(N(C)N=C2CCC)=C2N=C(C3=CC(C(CN4CCN(CC)CC4)=O)=CC=C3OCC)N1,3.3566206516178925,2.6344948407503415,3.8476201085009816
Acetyl norfentanyl,Opioids,CYTIQZKDSHKYGB-UHFFFAOYSA-N,CYTIQZKDSHKYGB,CC(N(C1=CC=CC=C1)C2CCNCC2)=O,3.227356903409268,2.8298519493119256,3.441167971287907
Acetylamphetamine,Phenethylamines,YPKBVWZHVTZSPU-UHFFFAOYSA-N,YPKBVWZHVTZSPU,CC(NC(C)CC1=CC=CC=C1)=O,3.262311804801027,2.914126997122268,3.262311804801027
Acetylbenzylfentanyl,Opioids,UKGXYSOSRSCGJB-UHFFFAOYSA-N,UKGXYSOSRSCGJB,CC(N(C1CCN(CC2=CC=CC=C2)CC1)C3=CC=CC=C3)=O,4.261324372340594,3.6762264842669086,4.261701785252891
Acetyl-carfentanil,Opioids,KDWNFIZTOZPRAD-UHFFFAOYSA-N,KDWNFIZTOZPRAD,C(C)(=O)N(C1(CCN(CC1)CCC1=CC=CC=C1)C(=O)OC)C1=CC=CC=C1,3.7164865826634106,2.958344421649737,3.9328525697674324
Acetylfentanyl,Opioids,FYIUUQUPOKIKNI-UHFFFAOYSA-N,FYIUUQUPOKIKNI,CC(N(C1CCN(CCC2=CC=CC=C2)CC1)C3=CC=CC=C3)=O,4.266891312164748,3.7244063465725272,4.289559344251728
ACHMINACA,Cannabinoids,ACFKPINHOINOFB-UHFFFAOYSA-N,ACFKPINHOINOFB,C12(CC3CC(CC(C1)C3)C2)NC(=O)C2=NN(C3=CC=CC=C23)CC2CCCCC2,4.0660242947105445,3.387860311804621,4.0660242947105445
Aconitine,Plants & extracts,XFSBVAOIAHNAPC-XTHSEXKGSA-N,XFSBVAOIAHNAPC,CCN1CC2(C(CC(C34C2C(C(C31)C5(C6C4CC(C6OC(=O)C7=CC=CC=C7)(C(C5O)OC)O)OC(=O)C)OC)OC)O)COC,4.083740060068758,3.45803617660698,4.169522081422233
Acrylfentanyl,Opioids,RFQNLMWUIJJEQF-UHFFFAOYSA-N,RFQNLMWUIJJEQF,C=CC(N(C1=CC=CC=C1)C2CCN(CCC3=CC=CC=C3)CC2)=O,4.199422847928488,3.6114890708057668,4.199422847928488
ADB-4en-PINACA,Cannabinoids,NXDLAZXBALPFSN-UHFFFAOYSA-N,NXDLAZXBALPFSN,C(N)(=O)C(C(C)(C)C)NC(=O)C1=NN(C2=CC=CC=C12)CCCC=C,3.3658793966528173,2.6171340399563365,3.5271895349746627
ADB-5Br-INACA,Cannabinoids,AJGASUCDTSLMNP-UHFFFAOYSA-N,AJGASUCDTSLMNP,BrC=1C=C2C(=NNC2=CC1)C(=O)NC(C(C)(C)C)C(N)=O,2.8286378364124523,2.210243241711302,3.031747849762246
ADB-BICA,Cannabinoids,OGVITAUBEIIKNT-UHFFFAOYSA-N,OGVITAUBEIIKNT,CC(C)(C)C(NC(C1=CN(CC2=CC=CC=C2)C3=C1C=CC=C3)=O)C(N)=O,4.032696902333198,3.2177571870396084,4.043681798323402
ADB-BINACA,Cannabinoids,IUFIUAWRCUVUCQ-UHFFFAOYSA-N,IUFIUAWRCUVUCQ,O=C(C1=NN(CC2=CC=CC=C2)C3=C1C=CC=C3)NC(C(C)(C)C)C(N)=O,3.797070456738975,3.0719182294519136,3.8617863167170507
ADB-BUTINACA,Cannabinoids,GPWADXHYJAZPAX-UHFFFAOYSA-N,GPWADXHYJAZPAX,C(CCC)N1N=C(C2=CC=CC=C12)C(=O)NC(C(C)(C)C)C(N)=O,3.1565090756268743,2.3715816466399064,3.3507783749661404
ADB-BUTINACA N-(4-hydroxybutyl) metabolite,Cannabinoids,BMUDPCNXEWIUCC-OAHLLOKOSA-N,BMUDPCNXEWIUCC,NC([C@H](C(C)(C)C)NC(=O)C1=NN(C2=CC=CC=C12)CCCCO)=O,3.1483209453435306,2.405391758759922,3.4131105421387904
ADB-BUTINACA N-butanoic acid metabolite,Cannabinoids,IXWOIEDYLLODPX-OAHLLOKOSA-N,IXWOIEDYLLODPX,NC([C@H](C(C)(C)C)NC(=O)C1=NN(C2=CC=CC=C12)CCCC(=O)O)=O,2.9779948901876723,2.2235779609610944,3.2290660739073385
ADB-BUTINAATA,Cannabinoids,IVLNLVKDTBQFAN-QGZVFWFLSA-N,IVLNLVKDTBQFAN,C(CCC)N1N=C(C2=CC=CC=C12)CC(=O)N[C@H](C(=O)N)C(C)(C)C,4.122236833562425,3.3346067770360865,4.1713844035775365
ADB-CHMICA,Cannabinoids,LPXKQKOUEIQHLR-UHFFFAOYSA-N,LPXKQKOUEIQHLR,O=C(C1=CN(CC2CCCCC2)C3=C1C=CC=C3)NC(C(C)(C)C)C(N)=O,4.032696902333198,3.2177571870396084,4.043681798323402
ADB-CHMINACA (M1(4-OH-Cyclohexyl)),Cannabinoids,WTNUEUMGTOEHAA-UHFFFAOYSA-N,WTNUEUMGTOEHAA,O=C(C1=NN(CC2CCC(O)CC2)C3=C1C=CC=C3)NC(C(C)(C)C)C(N)=O,3.7648100083119216,2.9858847644271527,3.7648100083119216
ADB-CHMINACA (M10(Lacton),Cannabinoids,RFCMMGZOXTXBEN-UHFFFAOYSA-N,RFCMMGZOXTXBEN,O=C(C1=NN(CC2CCCCC2)C3=C1C=CC=C3)NC4C(OCC4(C)C)=O,3.3475581922217157,2.78641933993731,3.5973196035712034
ADB-CHMINACA (M11(OH-t-butyl),Cannabinoids,MMWWZPQJJXIPQB-UHFFFAOYSA-N,MMWWZPQJJXIPQB,O=C(C1=NN(CC2CCC(O)CC2)C3=C1C=CC=C3)NC(C(C)(C)CO)C(N)=O,3.5729352857414414,2.66096581710119,3.734588308708915
ADB-CHMINACA (M2(Valin)),Cannabinoids,BDFKDDNZVYVPRC-GOSISDBHSA-N,BDFKDDNZVYVPRC,C1(CCCCC1)CN1N=C(C2=CC=CC=C12)C(=O)N[C@H](C(=O)O)C(C)(C)C,3.4472854221030818,2.874509174760971,3.657726896041777
ADB-CHMINACA (M3(Valin-4-OH-Cyclohexyl)),Cannabinoids,HWEQMPAYSNTICF-WTNGLUPJSA-N,HWEQMPAYSNTICF,CC(C)(C)[C@H](NC(C1=NN(CC2CCC(O)CC2)C3=C1C=CC=C3)=O)C(O)=O,3.2858739521916345,2.610941601677409,3.582752920791126
ADB-FUBHQUCA,Cannabinoids,WEFDGWANUSMUJL-UHFFFAOYSA-N,WEFDGWANUSMUJL,NC(C(C(C)(C)C)NC(=O)C1=CN(C2=CC=CC=C2C1)CC1=CC=C(C=C1)F)=O,3.9225541264568706,3.117202530414384,3.9225541264568706
ADB-FUBIATA,Cannabinoids,KHAUCCNSUMBFOT-UHFFFAOYSA-N,KHAUCCNSUMBFOT,FC1=CC=C(C=C1)CN1C=C(C2=CC=CC=C12)CC(=O)NC(C(=O)N)C(C)(C)C,4.275078903915764,3.467012663155399,4.275078903915764
ADB-FUBICA,Cannabinoids,QIFOZYUACLDTAJ-UHFFFAOYSA-N,QIFOZYUACLDTAJ,O=C(C1=CN(CC2=CC=C(F)C=C2)C3=C1C=CC=C3)NC(C(C)(C)C)C(N)=O,3.901442466928681,3.0755053176463907,3.901442466928681
ADB-FUBINACA,Cannabinoids,ZSSGCSINPVBLQD-UHFFFAOYSA-N,ZSSGCSINPVBLQD,O=C(NC(C(N)=O)C(C)(C)C)C1=NN(CC2=CC=C(F)C=C2)C3=C1C=CC=C3,3.6424833529232066,2.908861115304065,3.6424833529232066
ADB-FUPYCA,Cannabinoids,CMXMZASHZSECQV-UHFFFAOYSA-N,CMXMZASHZSECQV,O=C(C1=CC(C2=CC=C(F)C=C2)=NN1CCCCCF)NC(C(N)=O)C(C)(C)C,3.527012110441481,2.786602607598569,3.527012110441481
ADB-HEXINACA,Cannabinoids,PZMLDAGKYPJWHJ-UHFFFAOYSA-N,PZMLDAGKYPJWHJ,C(N)(=O)C(C(C)(C)C)NC(=O)C1=NN(C2=CC=CC=C12)CCCCCC,3.6781345256121263,2.9105114726057013,3.774662333088635
ADB-IATA,Cannabinoids,WUWCLBKDNAZHPN-UHFFFAOYSA-N,WUWCLBKDNAZHPN,N1C=C(C2=CC=CC=C12)CC(=O)NC(C(=O)N)C(C)(C)C,3.3881702999388907,2.671041429044186,3.74893739204702
ADBICA,Cannabinoids,IXUYMXAKKYWKRG-UHFFFAOYSA-N,IXUYMXAKKYWKRG,O=C(C1=CN(CCCCC)C2=C1C=CC=C2)NC(C(C)(C)C)C(N)=O,3.7260687217390247,2.916518673377282,3.8528454893565893
ADBICA (N-4-OH-Pentyl),Cannabinoids,IZMLODTWDCPVEI-UHFFFAOYSA-N,IZMLODTWDCPVEI,NC(C(C(C)(C)C)NC(=O)C1=CN(C2=CC=CC=C12)CCCC(C)O)=O,3.5303472876844797,2.8143647194572843,3.5303472876844797
ADBICA (N-5-OH-Pentyl),Cannabinoids,ICYIIRAAIJKCGW-UHFFFAOYSA-N,ICYIIRAAIJKCGW,NC(C(C(C)(C)C)NC(=O)C1=CN(C2=CC=CC=C12)CCCCCO)=O,3.4749510739208507,2.7308061434908186,3.6287438885734424
ADBICA N-pentanoic acid,Cannabinoids,YFFKBKQHLMKTJY-UHFFFAOYSA-N,YFFKBKQHLMKTJY,O=C(O)CCCCN1C=C(C(NC(C(C)(C)C)C(N)=O)=O)C2=C1C=CC=C2,3.3412628544268523,2.5795833885570914,3.483708317731062
ADB-P7AICA,Cannabinoids,QDZHLYBDQFZWCJ-OAHLLOKOSA-N,QDZHLYBDQFZWCJ,O=C(N[C@@H](C(C)(C)C)C(N)=O)C1=CN(CCCCC)C2=C1C=CC=N2,3.969994140863318,3.089363953123905,4.0789136846574765
ADB-PHETINACA,Cannabinoids,GIUNLIQZFMBOGJ-UHFFFAOYSA-N,GIUNLIQZFMBOGJ,C(N)(=O)C(C(C)(C)C)NC(=O)C1=NN(C2=CC=CC=C12)CCC1=CC=CC=C1,3.5292468490136786,2.8117910401991337,3.6412422171323517
ADB-PINACA,Cannabinoids,FWTARAXQGJRQKN-UHFFFAOYSA-N,FWTARAXQGJRQKN,O=C(C1=NN(CCCCC)C2=C1C=CC=C2)NC(C(C)(C)C)C(N)=O,3.3658793966528173,2.6171340399563365,3.5271895349746627
ADB-PINACA (N-4-OH-Pentyl),Cannabinoids,PLWUNCALBOFEBI-UHFFFAOYSA-N,PLWUNCALBOFEBI,NC(C(C(C)(C)C)NC(=O)C1=NN(C2=CC=CC=C12)CCCC(C)O)=O,3.3835813950539784,2.6715867537028832,3.421068976293875
ADB-PINACA (N-5-OH-Pentyl),Cannabinoids,SATSPSXEJHKPRR-UHFFFAOYSA-N,SATSPSXEJHKPRR,NC(C(C(C)(C)C)NC(=O)C1=NN(C2=CC=CC=C12)CCCCCO)=O,3.436572052131198,2.713591939255231,3.469926234018911
ADB-PINACA-isomer-1,Cannabinoids,WLFSZTSBEOZUTQ-UHFFFAOYSA-N,WLFSZTSBEOZUTQ,O=C(C1=NN(CCCCC)C2=C1C=CC=C2)NC(C(C)C)(C)C(N)=O,3.4872089103241195,2.6935550309558858,3.5360478593264415
ADB-PINACA-isomer-2,Cannabinoids,QFGOKLQWEVQXAP-BBRMVZONSA-N,QFGOKLQWEVQXAP,O=C(C1=NN(CCCCC)C2=C1C=CC=C2)N[C@@H]([C@@H](C)CC)C(N)=O,3.613715098096735,2.7619793833474806,3.6762043950805894
ADB-PINACA-isomer-3,Cannabinoids,BIAATZFCIKCULE-HNNXBMFYSA-N,BIAATZFCIKCULE,O=C(C1=NN(CCCCC)C2=C1C=CC=C2)N[C@@H](CCCC)C(N)=O,3.8063966783549725,2.9624330072433893,3.8063966783549725
Adinazolam,Benzodiazepines,GJSLOMWRLALDCT-UHFFFAOYSA-N,GJSLOMWRLALDCT,CN(C)CC1=NN=C2N1C3=CC=C(Cl)C=C3C(C4=CC=CC=C4)=NC2,3.9704957959576115,3.594511425481125,4.217492398796773
Adrafinil,Unknown,CGNMLOKEMNBUAI-UHFFFAOYSA-N,CGNMLOKEMNBUAI,ONC(=O)CS(=O)C(c1ccccc1)c1ccccc1,2.3748771773018427,1.9968008556982806,2.487265301964954
a-ET,Indolalkylamines,ZXUMUPVQYAFTLF-UHFFFAOYSA-N,ZXUMUPVQYAFTLF,CCC(N)CC1=CNC2=C1C=CC=C2,3.2810916255039513,3.029983310780728,3.710237124269269
Afloqualone,Unknown,VDOSWXIDETXFET-UHFFFAOYSA-N,VDOSWXIDETXFET,O=C1N(C2=CC=CC=C2C)C(CF)=NC3=C1C=C(N)C=C3,3.5996649513096948,2.933511067465283,3.5996649513096948
A-FUB7AICA,Cannabinoids,LSNKFKFKEUNOLD-UHFFFAOYSA-N,LSNKFKFKEUNOLD,C12(CC3CC(CC(C1)C3)C2)NC(=O)C2=CN(C3=NC=CC=C32)CC3=CC=C(C=C3)F,4.2608784393952135,3.5597419444230356,4.2608784393952135
AFUB7AICA 7'-azaindole isomer,Cannabinoids,UFMMUJKRURNXNK-UHFFFAOYSA-N,UFMMUJKRURNXNK,FC1=CC=C(C=C1)CN1C=2C(=CC=C1)C(=CN2)C(=O)NC21CC3CC(CC(C2)C3)C1,4.376390778155252,3.589011656579702,4.376390778155252
AH-7563,Opioids,GMBMAHMMQCNOGV-UHFFFAOYSA-N,GMBMAHMMQCNOGV,CN(C1(CCCCC1)CNC(C1=CC=CC=C1)=O)C,3.5671459690962313,3.0519838597160778,3.621927780403511
AH-7921,Opioids,JMZROFPPEXCTST-UHFFFAOYSA-N,JMZROFPPEXCTST,O=C(NCC1(N(C)C)CCCCC1)C2=CC=C(Cl)C(Cl)=C2,3.4184234815139334,2.9215645739142553,3.4335135046169314
AH-7959,Opioids,WTOAYCRIVUCNNR-UHFFFAOYSA-N,WTOAYCRIVUCNNR,ClC=1C=C(C(=O)NCC2(CCCCC2)N2CCCCC2)C=CC1Cl,3.8437687957004334,3.2523627665578188,3.9341274052078354
AH-8507,Opioids,RIVJZGXJJBBWIJ-UHFFFAOYSA-N,RIVJZGXJJBBWIJ,ClC=1C=C(C(=O)NCC2(CCCCC2)N2CCN(CC2)C)C=CC1Cl,3.798894287488793,3.117959633237624,3.818730931578577
AH-8529,Opioids,NROYLFLWMSYSMA-UHFFFAOYSA-N,NROYLFLWMSYSMA,ClC1=CC=C(C(=O)NCC2(CCCCC2)N(C)C)C=C1,3.4751088883816177,3.000190008898309,3.4751088883816177
AH-8532,Opioids,JFSYYIJPVLTYHL-UHFFFAOYSA-N,JFSYYIJPVLTYHL,ClC=1C=C(C(=O)NCC2(CCCCC2)N(C)C)C=CC1,3.531365247839383,3.053196261680373,3.5475776877902714
AH-8533,Opioids,ZEXNERUNUXHAFO-UHFFFAOYSA-N,ZEXNERUNUXHAFO,ClC1=C(C(=O)NCC2(CCCCC2)N(C)C)C=CC=C1,3.4164249227560655,2.9665413475251823,3.432804900138658
AKB48,Cannabinoids,UCTCCIPCJZKWEZ-UHFFFAOYSA-N,UCTCCIPCJZKWEZ,O=C(C1=NN(CCCCC)C2=C1C=CC=C2)NC34CC5CC(C4)CC(C5)C3,4.06912011383278,3.3214930396040696,4.128223419655624
AKB48 N-(4-hydroxypentyl) metabolite,Cannabinoids,RTBQZNKCFFBCBJ-REPNGDOXSA-N,RTBQZNKCFFBCBJ,O=C(C1=NN(CCCC(O)C)C2=C1C=CC=C2)NC3(C4)CC5CC4CC(C5)C3,3.9765015903537986,3.2248829430478616,3.9765015903537986
AKB48 N-(5-hydroxypentyl) metabolite,Cannabinoids,JHUVNYPOUNCRTP-UHFFFAOYSA-N,JHUVNYPOUNCRTP,C12(CC3CC(CC(C1)C3)C2)NC(=O)C2=NN(C3=CC=CC=C23)CCCCCO,3.868739764815163,3.169793102557983,3.976471750491915
AKB48 N-pentanoic acid,Cannabinoids,CMCIJYXHEYJYQU-RXSOCDCMSA-N,CMCIJYXHEYJYQU,C12(CC3CC(CC(C1)C3)C2)NC(=O)C2=NN(C3=CC=CC=C23)CCCCC(=O)O,3.736646686859754,3.1596197583698764,3.8469246399569395
AKB-57,Cannabinoids,KCCVWUAAHDXNNQ-UHFFFAOYSA-N,KCCVWUAAHDXNNQ,O=C(C1=NN(CCCCC)C2=C1C=CC=C2)OC34CC5CC(C4)CC(C5)C3,3.3552317756966366,2.672481332537423,3.5053953762326677
AKB-N1,Cannabinoids,XSDYHNLOYPUWSC-UHFFFAOYSA-N,XSDYHNLOYPUWSC,O=C(C1=NN(CCN2CCCCC2)C3=C1C=CC=C3)NC45CC6CC(C5)CC(C6)C4,3.9407809259192517,3.191362976534775,3.953305143921467
