Ionization Mode;name;pH_aq;CAS Registry Number;DTXSID;MS-Ready DTXCID;Number of Mixtures;Mixture;Retention Time;Concentration Level;Concentration (mM);Observed Intensity;Normalization Factor;Normalized Intensity;log-log Calibration Curve Intercept;log-log Calibration Curve Slope;Calibration Curve Concentration Estimate (mM);Upper-Bound Calibration Curve Concentration Estimate (mM);Lower-Bound Calibration Curve Concentration Estimate (mM);True Concentration Within CC-Based Concentration Bounds?;Error Quotient: Upper-Bound Calibration Curve Concentration Estimate / True Concentration;Response Factor;Upper-Bound RF-Based Concentration Estimate (mM);Lower-Bound RF-Based Concentration Estimate (mM);True Concentration Within RF-Based Concentration Bounds?;Error Quotient: Upper-Bound RF-Based Concentration Estimate / True Concentration;logIE;instrument;source;solvent;doi;Box-Cox Transformed Response Factor (l = -0.106);Linear Mixed-Effects Model Transformed Response Factor Estimate;Smoothed Linear Mixed-Effects Model Upper-Bound Transformed Response Factor Estimate;Smoothed Linear Mixed-Effects Model Lower-Bound Transformed Response Factor Estimate;IE-Based RF Imputed with Minimum RF / √2;Upper-Bound IE-Based Concentration Estimate (mM);Lower-Bound IE-Based Concentration Estimate (mM);True Concentration Within IE-Based Concentration Bounds?;Error Quotient: Upper-Bound IE-Based Concentration Estimate / True Concentration;Prediction Quotient: Upper-Bound RF-Based Concentration Estimate / Upper Bound IE-Based Concentration Estimate
Esi-;Cyclanilide;6;113136-77-9;DTXSID5032600;DTXCID3012600;1;506;4.04;Low;0.024;1.98E+05;1.652;3.27E+05;7.12;0.993;0.024;NA;NA;;NA;1.36E+07;1.18;0.007;YES;49.169;1.504;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.78;7.472;7.991;6.954;NO;1.098;0.007;YES;45.755;1.075
Esi-;Cyclanilide;6;113136-77-9;DTXSID5032600;DTXCID3012600;1;506;4.04;Mid;0.122;1.06E+06;1.517;1.61E+06;7.12;0.993;0.12;NA;NA;;NA;1.32E+07;5.807;0.036;YES;47.599;1.504;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.775;7.472;7.991;6.954;NO;5.404;0.033;YES;44.294;1.075
Esi-;Cyclanilide;6;113136-77-9;DTXSID5032600;DTXCID3012600;1;506;4.04;High;0.49;4.34E+06;1.508;6.55E+06;7.12;0.993;0.494;NA;NA;;NA;1.34E+07;23.633;0.145;YES;48.232;1.504;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.777;7.472;7.991;6.954;NO;21.993;0.133;YES;44.883;1.075
Esi-;2,4,5-Trichlorophenoxyacetic acid;6;93-76-5;DTXSID5021388;DTXCID301388;1;505;4.1;Low;0.024;6.58E+04;0.609;4.01E+04;6.17;0.954;0.023;NA;NA;;NA;1.67E+06;0.145;0.001;YES;6.029;1.376;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.368;7.458;7.977;6.94;NO;0.142;0.001;YES;5.91;1.02
Esi-;2,4,5-Trichlorophenoxyacetic acid;6;93-76-5;DTXSID5021388;DTXCID301388;1;505;4.1;Mid;0.122;3.49E+05;0.621;2.17E+05;6.17;0.954;0.135;NA;NA;;NA;1.78E+06;0.783;0.005;YES;6.42;1.376;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.382;7.458;7.977;6.94;NO;0.768;0.005;YES;6.293;1.02
Esi-;2,4,5-Trichlorophenoxyacetic acid;6;93-76-5;DTXSID5021388;DTXCID301388;1;505;4.1;High;0.49;1.11E+06;0.636;7.07E+05;6.17;0.954;0.465;NA;NA;;NA;1.44E+06;2.552;0.016;YES;5.209;1.376;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.336;7.458;7.977;6.94;NO;2.502;0.016;YES;5.106;1.02
Esi-;Fluroxypyr-meptyl;6;81406-37-3;DTXSID5034303;DTXCID3014303;1;508;7.74;Low;0.024;5.83E+04;1.539;8.97E+04;6.49;0.947;0.024;NA;NA;;NA;3.74E+06;0.324;0.002;YES;13.495;1.971;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.537;7.522;8.041;7.003;NO;0.249;0.001;YES;10.377;1.3
Esi-;Fluroxypyr-meptyl;6;81406-37-3;DTXSID5034303;DTXCID3014303;1;508;7.74;Mid;0.122;2.94E+05;1.411;4.15E+05;6.49;0.947;0.121;NA;NA;;NA;3.40E+06;1.499;0.009;YES;12.288;1.971;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.518;7.522;8.041;7.003;NO;1.153;0.006;YES;9.449;1.3
Esi-;Fluroxypyr-meptyl;6;81406-37-3;DTXSID5034303;DTXCID3014303;1;508;7.74;High;0.49;1.22E+06;1.283;1.56E+06;6.49;0.947;0.491;NA;NA;;NA;3.18E+06;5.63;0.034;YES;11.489;1.971;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.505;7.522;8.041;7.003;NO;4.329;0.023;YES;8.834;1.3
Esi-;Lufenuron;6;103055-07-8;DTXSID5034357;DTXCID3014357;1;501;13.47;Low;0.024;2.39E+05;0.534;1.27E+05;6.91;1.117;0.024;NA;NA;;NA;5.31E+06;0.46;0.003;YES;19.178;1.916;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.607;7.516;8.035;6.998;NO;0.362;0.002;YES;15.085;1.271
Esi-;Lufenuron;6;103055-07-8;DTXSID5034357;DTXCID3014357;1;501;13.47;Mid;0.122;1.50E+06;0.498;7.47E+05;6.91;1.117;0.119;NA;NA;;NA;6.13E+06;2.698;0.017;YES;22.117;1.916;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.634;7.516;8.035;6.998;NO;2.122;0.011;YES;17.397;1.271
Esi-;Lufenuron;6;103055-07-8;DTXSID5034357;DTXCID3014357;1;501;13.47;High;0.49;6.74E+06;0.551;3.71E+06;6.91;1.117;0.498;NA;NA;;NA;7.58E+06;13.402;0.082;YES;27.351;1.916;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.674;7.516;8.035;6.998;NO;10.542;0.056;YES;21.513;1.271
Esi-;Novaluron;6;116714-46-6;DTXSID5034773;DTXCID3014773;1;505;11.7;Low;0.024;1.63E+06;0.609;9.94E+05;7.45;0.885;0.023;NA;NA;;NA;4.14E+07;3.59;0.022;YES;149.573;1.8;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.964;7.504;8.023;6.985;NO;2.962;0.016;YES;123.397;1.212
Esi-;Novaluron;6;116714-46-6;DTXSID5034773;DTXCID3014773;1;505;11.7;Mid;0.122;7.84E+06;0.621;4.87E+06;7.45;0.885;0.137;NA;NA;;NA;3.99E+07;17.581;0.108;YES;144.109;1.8;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.958;7.504;8.023;6.985;NO;14.505;0.08;YES;118.89;1.212
Esi-;Novaluron;6;116714-46-6;DTXSID5034773;DTXCID3014773;1;505;11.7;High;0.49;2.24E+07;0.636;1.42E+07;7.45;0.885;0.46;NA;NA;;NA;2.90E+07;51.331;0.315;YES;104.758;1.8;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.908;7.504;8.023;6.985;NO;42.348;0.234;YES;86.425;1.212
Esi-;4-Hydroxy-3-methoxybenzaldehyde;6;121-33-5;DTXSID0021969;DTXCID301969;1;502;1.14;Low;0.061;7.20E+04;0.531;3.82E+04;5.76;0.969;0.061;NA;NA;;NA;6.27E+05;0.138;0.001;YES;2.263;0.125;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.142;7.324;7.841;6.807;NO;0.221;0.002;YES;3.624;0.624
Esi-;4-Hydroxy-3-methoxybenzaldehyde;6;121-33-5;DTXSID0021969;DTXCID301969;1;502;1.14;Mid;0.244;2.96E+05;0.484;1.43E+05;5.76;0.969;0.24;NA;NA;;NA;5.88E+05;0.518;0.003;YES;2.122;0.125;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.126;7.324;7.841;6.807;NO;0.829;0.007;YES;3.398;0.624
Esi-;4-Hydroxy-3-methoxybenzaldehyde;6;121-33-5;DTXSID0021969;DTXCID301969;1;502;1.14;High;0.732;8.64E+05;0.493;4.26E+05;5.76;0.969;0.738;NA;NA;;NA;5.82E+05;1.538;0.009;YES;2.101;0.125;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.124;7.324;7.841;6.807;NO;2.462;0.022;YES;3.364;0.624
Esi-;SSR 240612;6;464930-42-5;DTXSID2047351;DTXCID30197210;1;505;8.08;Low;0.0156;6.05E+04;0.609;3.68E+04;6.09;0.831;0.015;NA;NA;;NA;2.36E+06;0.133;0.001;YES;8.525;2.346;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.443;7.562;8.082;7.043;NO;0.087;0;YES;5.605;1.521
Esi-;SSR 240612;6;464930-42-5;DTXSID2047351;DTXCID30197210;1;505;8.08;Mid;0.0793;2.71E+05;0.621;1.68E+05;6.09;0.831;0.091;NA;NA;;NA;2.12E+06;0.607;0.004;YES;7.659;2.346;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.42;7.562;8.082;7.043;NO;0.399;0.002;YES;5.036;1.521
Esi-;SSR 240612;6;464930-42-5;DTXSID2047351;DTXCID30197210;1;505;8.08;High;0.3185;7.05E+05;0.636;4.48E+05;6.09;0.831;0.296;NA;NA;;NA;1.41E+06;1.618;0.01;YES;5.081;2.346;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.33;7.562;8.082;7.043;NO;1.064;0.005;YES;3.341;1.521
Esi-;SAR102779;6;NOCAS_47387;DTXSID4047387;DTXCID30197215;1;505;9.45;Low;0.024;2.52E+05;0.609;1.54E+05;6.37;0.714;0.022;NA;NA;;NA;6.41E+06;0.555;0.003;YES;23.124;1.554;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.643;7.477;7.996;6.959;NO;0.506;0.003;YES;21.088;1.097
Esi-;SAR102779;6;NOCAS_47387;DTXSID4047387;DTXCID30197215;1;505;9.45;Mid;0.122;9.73E+05;0.621;6.04E+05;6.37;0.714;0.149;NA;NA;;NA;4.95E+06;2.18;0.013;YES;17.871;1.554;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.593;7.477;7.996;6.959;NO;1.988;0.012;YES;16.297;1.097
Esi-;SAR102779;6;NOCAS_47387;DTXSID4047387;DTXCID30197215;1;505;9.45;High;0.49;2.06E+06;0.636;1.31E+06;6.37;0.714;0.44;NA;NA;;NA;2.67E+06;4.728;0.029;YES;9.648;1.554;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.469;7.477;7.996;6.959;NO;4.311;0.026;YES;8.799;1.097
Esi-;Dinoseb;6;88-85-7;DTXSID3020207;DTXCID30207;1;500;0.37;Low;0.024;1.65E+05;1.457;2.41E+05;7.13;1.064;0.023;NA;NA;;NA;1.00E+07;0.869;0.005;YES;36.208;0.933;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.726;7.411;7.929;6.893;NO;1.017;0.007;YES;42.358;0.855
Esi-;Dinoseb;6;88-85-7;DTXSID3020207;DTXCID30207;1;500;0.37;Mid;0.122;1.14E+06;1.452;1.66E+06;7.13;1.064;0.139;NA;NA;;NA;1.36E+07;5.991;0.037;YES;49.106;0.933;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.78;7.411;7.929;6.893;NO;7.008;0.05;YES;57.446;0.855
Esi-;Dinoseb;6;88-85-7;DTXSID3020207;DTXCID30207;1;500;0.37;High;0.49;4.34E+06;1.36;5.90E+06;7.13;1.064;0.457;NA;NA;;NA;1.20E+07;21.286;0.13;YES;43.44;0.933;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.758;7.411;7.929;6.893;NO;24.901;0.178;YES;50.817;0.855
Esi-;Candoxatril;6;123122-55-4;DTXSID6047286;DTXCID30210211;1;503;9.1;Mid;0.0732;1.11E+05;1.812;2.01E+05;6.3;0.879;0.073;NA;NA;;NA;2.75E+06;0.726;0.004;YES;9.916;1.665;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.474;7.489;8.008;6.971;NO;0.633;0.004;YES;8.644;1.147
Esi-;Candoxatril;6;123122-55-4;DTXSID6047286;DTXCID30210211;1;503;9.1;High;0.294;4.28E+05;1.594;6.82E+05;6.3;0.879;0.294;NA;NA;;NA;2.32E+06;2.463;0.015;YES;8.377;1.665;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.439;7.489;8.008;6.971;NO;2.147;0.012;YES;7.303;1.147
Esi-;PharmaGSID_48506;6;588941-45-1;DTXSID5048506;DTXCID30210276;1;502;8.5;Low;0.061;3.57E+05;0.531;1.90E+05;6.57;1.056;0.06;NA;NA;;NA;3.11E+06;0.684;0.004;YES;11.22;1.91;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.5;7.516;8.035;6.997;NO;0.54;0.003;YES;8.848;1.268
Esi-;PharmaGSID_48506;6;588941-45-1;DTXSID5048506;DTXCID30210276;1;502;8.5;Mid;0.244;1.81E+06;0.484;8.76E+05;6.57;1.056;0.255;NA;NA;;NA;3.59E+06;3.162;0.019;YES;12.961;1.91;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.529;7.516;8.035;6.997;NO;2.494;0.013;YES;10.22;1.268
Esi-;PharmaGSID_48506;6;588941-45-1;DTXSID5048506;DTXCID30210276;1;502;8.5;High;0.732;5.28E+06;0.493;2.60E+06;6.57;1.056;0.715;NA;NA;;NA;3.56E+06;9.398;0.058;YES;12.839;1.91;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.527;7.516;8.035;6.997;NO;7.411;0.04;YES;10.124;1.268
Esi-;2,2',4,4'-Tetrahydroxybenzophenone;6;131-55-5;DTXSID5041306;DTXCID3021306;1;502;3.09;Low;0.061;9.55E+05;0.531;5.07E+05;6.95;1.014;0.059;NA;NA;;NA;8.31E+06;1.83;0.011;YES;30.008;1.358;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.691;7.456;7.975;6.938;NO;1.807;0.011;YES;29.629;1.013
Esi-;2,2',4,4'-Tetrahydroxybenzophenone;6;131-55-5;DTXSID5041306;DTXCID3021306;1;502;3.09;Mid;0.244;4.72E+06;0.484;2.29E+06;6.95;1.014;0.261;NA;NA;;NA;9.37E+06;8.256;0.051;YES;33.835;1.358;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.713;7.456;7.975;6.938;NO;8.152;0.052;YES;33.408;1.013
Esi-;2,2',4,4'-Tetrahydroxybenzophenone;6;131-55-5;DTXSID5041306;DTXCID3021306;1;502;3.09;High;0.732;1.27E+07;0.493;6.25E+06;6.95;1.014;0.705;NA;NA;;NA;8.54E+06;22.58;0.138;YES;30.846;1.358;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.696;7.456;7.975;6.938;NO;22.294;0.141;YES;30.457;1.013
Esi-;2,5-Dimethylbenzenesulfonic acid;6;609-54-1;DTXSID5041641;DTXCID3021641;1;501;0.9;Low;0.024;4.66E+04;0.534;2.49E+04;6.14;1.087;0.025;NA;NA;;NA;1.04E+06;0.09;0.001;YES;3.744;0.872;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.261;7.404;7.922;6.886;NO;0.108;0.001;YES;4.486;0.835
Esi-;2,5-Dimethylbenzenesulfonic acid;6;609-54-1;DTXSID5041641;DTXCID3021641;1;501;0.9;Mid;0.122;2.62E+05;0.498;1.30E+05;6.14;1.087;0.114;NA;NA;;NA;1.07E+06;0.471;0.003;YES;3.86;0.872;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.268;7.404;7.922;6.886;NO;0.564;0.004;YES;4.625;0.835
Esi-;2,5-Dimethylbenzenesulfonic acid;6;609-54-1;DTXSID5041641;DTXCID3021641;1;501;0.9;High;0.49;1.21E+06;0.551;6.64E+05;6.14;1.087;0.509;NA;NA;;NA;1.36E+06;2.398;0.015;YES;4.894;0.872;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.322;7.404;7.922;6.886;NO;2.873;0.021;YES;5.863;0.835
Esi-;Buturon;6;3766-60-7;DTXSID5041699;DTXCID3021699;1;501;6.21;Low;0.0048;3.94E+04;0.534;2.10E+04;6.67;1.019;0.005;NA;NA;;NA;4.38E+06;0.076;0;YES;15.807;0.918;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.569;7.409;7.927;6.891;NO;0.089;0.001;YES;18.601;0.85
Esi-;Buturon;6;3766-60-7;DTXSID5041699;DTXCID3021699;1;501;6.21;Mid;0.0244;1.98E+05;0.498;9.85E+04;6.67;1.019;0.023;NA;NA;;NA;4.04E+06;0.356;0.002;YES;14.574;0.918;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.553;7.409;7.927;6.891;NO;0.418;0.003;YES;17.15;0.85
Esi-;Buturon;6;3766-60-7;DTXSID5041699;DTXCID3021699;1;501;6.21;High;0.098;8.29E+05;0.551;4.57E+05;6.67;1.019;0.102;NA;NA;;NA;4.66E+06;1.648;0.01;YES;16.818;0.918;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.581;7.409;7.927;6.891;NO;1.939;0.014;YES;19.79;0.85
Esi-;N-(4-Ethoxyphenyl)-3-oxobutanamide;6;122-82-7;DTXSID5044526;DTXCID3024526;1;502;2.51;Low;0.061;1.57E+05;0.531;8.32E+04;6.23;1.072;0.06;NA;NA;;NA;1.36E+06;0.3;0.002;YES;4.926;0.641;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.323;7.379;7.897;6.862;NO;0.394;0.003;YES;6.462;0.762
Esi-;N-(4-Ethoxyphenyl)-3-oxobutanamide;6;122-82-7;DTXSID5044526;DTXCID3024526;1;502;2.51;Mid;0.244;7.94E+05;0.484;3.85E+05;6.23;1.072;0.251;NA;NA;;NA;1.58E+06;1.388;0.009;YES;5.689;0.641;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.355;7.379;7.897;6.862;NO;1.821;0.014;YES;7.464;0.762
Esi-;N-(4-Ethoxyphenyl)-3-oxobutanamide;6;122-82-7;DTXSID5044526;DTXCID3024526;1;502;2.51;High;0.732;2.41E+06;0.493;1.19E+06;6.23;1.072;0.72;NA;NA;;NA;1.62E+06;4.291;0.026;YES;5.863;0.641;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.362;7.379;7.897;6.862;NO;5.63;0.044;YES;7.691;0.762
Esi-;Ethyl 5-oxo-1-phenyl-4,5-dihydro-1H-pyrazole-3-carboxylate;6;89-33-8;DTXSID5044738;DTXCID3024738;1;501;1.15;Low;0.024;8.46E+04;0.534;4.52E+04;6.35;1.056;0.025;NA;NA;;NA;1.88E+06;0.163;0.001;YES;6.794;0.844;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.394;7.401;7.919;6.883;NO;0.198;0.001;YES;8.231;0.825
Esi-;Ethyl 5-oxo-1-phenyl-4,5-dihydro-1H-pyrazole-3-carboxylate;6;89-33-8;DTXSID5044738;DTXCID3024738;1;501;1.15;Mid;0.122;4.61E+05;0.498;2.30E+05;6.35;1.056;0.115;NA;NA;;NA;1.88E+06;0.829;0.005;YES;6.791;0.844;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.394;7.401;7.919;6.883;NO;1.004;0.007;YES;8.227;0.825
Esi-;Ethyl 5-oxo-1-phenyl-4,5-dihydro-1H-pyrazole-3-carboxylate;6;89-33-8;DTXSID5044738;DTXCID3024738;1;501;1.15;High;0.49;1.99E+06;0.551;1.10E+06;6.35;1.056;0.506;NA;NA;;NA;2.24E+06;3.963;0.024;YES;8.087;0.844;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.432;7.401;7.919;6.883;NO;4.801;0.035;YES;9.797;0.825
Esi-;Tembotrione;6;335104-84-2;DTXSID5047037;DTXCID3027037;1;505;2.28;Low;0.024;1.48E+05;0.609;9.04E+04;6.3;0.818;0.022;NA;NA;;NA;3.77E+06;0.326;0.002;YES;13.594;2.05;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.539;7.531;8.05;7.012;NO;0.243;0.001;YES;10.116;1.344
Esi-;Tembotrione;6;335104-84-2;DTXSID5047037;DTXCID3027037;1;505;2.28;Mid;0.122;6.56E+05;0.621;4.07E+05;6.3;0.818;0.141;NA;NA;;NA;3.34E+06;1.47;0.009;YES;12.047;2.05;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.514;7.531;8.05;7.012;NO;1.094;0.006;YES;8.964;1.344
Esi-;Tembotrione;6;335104-84-2;DTXSID5047037;DTXCID3027037;1;505;2.28;High;0.49;1.66E+06;0.636;1.06E+06;6.3;0.818;0.453;NA;NA;;NA;2.15E+06;3.81;0.023;YES;7.775;2.05;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.423;7.531;8.05;7.012;NO;2.835;0.014;YES;5.785;1.344
Esi-;SSR161421;6;NOCAS_47374;DTXSID5047374;DTXCID3027374;1;506;7.47;Low;0.024;4.84E+04;1.652;8.00E+04;6.51;0.991;0.024;NA;NA;;NA;3.33E+06;0.289;0.002;YES;12.037;1.601;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.514;7.482;8.001;6.964;NO;0.259;0.002;YES;10.771;1.117
Esi-;SSR161421;6;NOCAS_47374;DTXSID5047374;DTXCID3027374;1;506;7.47;Mid;0.122;2.60E+05;1.517;3.95E+05;6.51;0.991;0.121;NA;NA;;NA;3.24E+06;1.426;0.009;YES;11.688;1.601;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.508;7.482;8.001;6.964;NO;1.276;0.007;YES;10.459;1.117
Esi-;SSR161421;6;NOCAS_47374;DTXSID5047374;DTXCID3027374;1;506;7.47;High;0.49;1.06E+06;1.508;1.59E+06;6.51;0.991;0.493;NA;NA;;NA;3.25E+06;5.747;0.035;YES;11.729;1.601;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.509;7.482;8.001;6.964;NO;5.143;0.03;YES;10.496;1.117
Esi-;AVE2865;6;648917-13-9;DTXSID5047376;DTXCID3027376;1;506;7.61;Mid;0.061;8.12E+04;1.517;1.23E+05;6.2;0.915;0.061;NA;NA;;NA;2.02E+06;0.445;0.003;YES;7.288;1.793;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.409;7.503;8.022;6.985;NO;0.368;0.002;YES;6.029;1.209
Esi-;AVE2865;6;648917-13-9;DTXSID5047376;DTXCID3027376;1;506;7.61;High;0.245;2.91E+05;1.508;4.39E+05;6.2;0.915;0.245;NA;NA;;NA;1.79E+06;1.586;0.01;YES;6.473;1.793;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.384;7.503;8.022;6.985;NO;1.312;0.007;YES;5.355;1.209
Esi-;PharmaGSID_48505;6;NOCAS_48505;DTXSID0048505;DTXCID3028479;1;506;7.78;Low;0.024;5.74E+04;1.652;9.49E+04;6.37;0.866;0.025;NA;NA;;NA;3.95E+06;0.342;0.002;YES;14.269;1.925;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.548;7.517;8.036;6.999;NO;0.268;0.001;YES;11.178;1.277
Esi-;PharmaGSID_48505;6;NOCAS_48505;DTXSID0048505;DTXCID3028479;1;506;7.78;Mid;0.122;2.35E+05;1.517;3.56E+05;6.37;0.866;0.114;NA;NA;;NA;2.92E+06;1.286;0.008;YES;10.538;1.925;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.487;7.517;8.036;6.999;NO;1.007;0.005;YES;8.255;1.277
Esi-;PharmaGSID_48505;6;NOCAS_48505;DTXSID0048505;DTXCID3028479;1;506;7.78;High;0.49;8.62E+05;1.508;1.30E+06;6.37;0.866;0.508;NA;NA;;NA;2.65E+06;4.692;0.029;YES;9.576;1.925;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.467;7.517;8.036;6.999;NO;3.676;0.02;YES;7.502;1.277
Esi-;Flufenamic acid;6;530-78-9;DTXSID7023063;DTXCID303063;1;505;7.75;Low;0.024;3.14E+05;0.609;1.91E+05;6.74;0.886;0.022;NA;NA;;NA;7.97E+06;0.691;0.004;YES;28.788;1.794;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.684;7.503;8.022;6.985;NO;0.571;0.003;YES;23.802;1.209
Esi-;Flufenamic acid;6;530-78-9;DTXSID7023063;DTXCID303063;1;505;7.75;Mid;0.122;1.58E+06;0.621;9.81E+05;6.74;0.886;0.142;NA;NA;;NA;8.04E+06;3.542;0.022;YES;29.03;1.794;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.685;7.503;8.022;6.985;NO;2.928;0.016;YES;24.002;1.209
Esi-;Flufenamic acid;6;530-78-9;DTXSID7023063;DTXCID303063;1;505;7.75;High;0.49;4.31E+06;0.636;2.74E+06;6.74;0.886;0.452;NA;NA;;NA;5.59E+06;9.888;0.061;YES;20.179;1.794;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.616;7.503;8.022;6.985;NO;8.175;0.045;YES;16.684;1.209
Esi-;Chlorpropamide;6;94-20-2;DTXSID9020322;DTXCID30322;1;505;2.7;Low;0.024;1.95E+05;0.609;1.19E+05;6.62;0.944;0.023;NA;NA;;NA;4.95E+06;0.429;0.003;YES;17.858;1.309;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.593;7.451;7.97;6.933;NO;0.431;0.003;YES;17.978;0.993
Esi-;Chlorpropamide;6;94-20-2;DTXSID9020322;DTXCID30322;1;505;2.7;Mid;0.122;1.01E+06;0.621;6.30E+05;6.62;0.944;0.134;NA;NA;;NA;5.16E+06;2.274;0.014;YES;18.636;1.309;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.601;7.451;7.97;6.933;NO;2.289;0.015;YES;18.761;0.993
